/I0/OUT (VY=-0.1) X,/I0/OUT (VY=-0.1) Y,/I0/OUT (VY=-0.08947368) X,/I0/OUT (VY=-0.08947368) Y,/I0/OUT (VY=-0.07894737) X,/I0/OUT (VY=-0.07894737) Y,/I0/OUT (VY=-0.06842105) X,/I0/OUT (VY=-0.06842105) Y,/I0/OUT (VY=-0.05789474) X,/I0/OUT (VY=-0.05789474) Y,/I0/OUT (VY=-0.04736842) X,/I0/OUT (VY=-0.04736842) Y,/I0/OUT (VY=-0.03684211) X,/I0/OUT (VY=-0.03684211) Y,/I0/OUT (VY=-0.02631579) X,/I0/OUT (VY=-0.02631579) Y,/I0/OUT (VY=-0.01578947) X,/I0/OUT (VY=-0.01578947) Y,/I0/OUT (VY=-0.005263158) X,/I0/OUT (VY=-0.005263158) Y,/I0/OUT (VY=0.005263158) X,/I0/OUT (VY=0.005263158) Y,/I0/OUT (VY=0.01578947) X,/I0/OUT (VY=0.01578947) Y,/I0/OUT (VY=0.02631579) X,/I0/OUT (VY=0.02631579) Y,/I0/OUT (VY=0.03684211) X,/I0/OUT (VY=0.03684211) Y,/I0/OUT (VY=0.04736842) X,/I0/OUT (VY=0.04736842) Y,/I0/OUT (VY=0.05789474) X,/I0/OUT (VY=0.05789474) Y,/I0/OUT (VY=0.06842105) X,/I0/OUT (VY=0.06842105) Y,/I0/OUT (VY=0.07894737) X,/I0/OUT (VY=0.07894737) Y,/I0/OUT (VY=0.08947368) X,/I0/OUT (VY=0.08947368) Y,/I0/OUT (VY=0.1) X,/I0/OUT (VY=0.1) Y
0.0006398395065463003,-2.036356344388289e-11,0.000639889311976181,-2.011553215967405e-11,0.0006382409576880555,-1.981121122947507e-11,0.0006356237591718971,-1.945968600748225e-11,0.0006326547216176252,-1.907337851086722e-11,0.0006298495930818915,-1.866847892976646e-11,0.0006249688506485574,-1.824695962190628e-11,0.0006207292724862854,-1.785480008945072e-11,0.0006133623372001542,-1.748747798140917e-11,0.0006157147262217773,-1.72254095063603e-11,0.0006219774711065456,-1.703032951014273e-11,0.0006234023686275063,-1.689808231206748e-11,0.0006206780250568769,-1.687336673996097e-11,0.0006155406848269181,-1.700266395549231e-11,0.0006099129168916559,-1.732142724549705e-11,0.0006155447139015192,-1.778153818147623e-11,0.0006205227408618581,-1.841175055510446e-11,0.0006230642918027439,-1.915210199002329e-11,0.0006256575280948698,-1.991027276298913e-11,0.0006282997677694736,-2.062058930631451e-11
0.0006498395065463003,-2.04687874292376e-11,0.0006498893119761811,-2.022302513790415e-11,0.0006482409576880555,-1.991974380793163e-11,0.0006456237591718971,-1.956694382716396e-11,0.0006426547216176252,-1.917721496443547e-11,0.0006398495930818915,-1.876605631967199e-11,0.0006349688506485574,-1.833217967664526e-11,0.0006307292724862854,-1.792553384918888e-11,0.0006233623372001542,-1.754080865309987e-11,0.0006257147262217774,-1.72644554301561e-11,0.0006319774711065456,-1.705668178926758e-11,0.0006334023686275064,-1.690939294719875e-11,0.0006306780250568769,-1.686737301829687e-11,0.0006255406848269181,-1.697815217916781e-11,0.0006199129168916559,-1.727891403054502e-11,0.0006255447139015192,-1.772727087172375e-11,0.0006305227408618581,-1.835052740207177e-11,0.0006330642918027439,-1.908938328522878e-11,0.0006356575280948698,-1.985007131545449e-11,0.0006382997677694736,-2.056540371439222e-11
0.0006598395065463003,-2.057386294112163e-11,0.0006598893119761811,-2.033056001993417e-11,0.0006582409576880555,-2.002849729451057e-11,0.0006556237591718971,-1.96748697072872e-11,0.0006526547216176253,-1.928229001862106e-11,0.0006498495930818915,-1.8865917897822e-11,0.0006449688506485574,-1.842075200163702e-11,0.0006407292724862854,-1.800010453473526e-11,0.0006333623372001542,-1.75982836289343e-11,0.0006357147262217774,-1.730796253431072e-11,0.0006419774711065457,-1.708779587631277e-11,0.0006434023686275064,-1.692558326600068e-11,0.0006406780250568769,-1.686617956464282e-11,0.0006355406848269181,-1.695817705053625e-11,0.000629912916891656,-1.724049924548135e-11,0.0006355447139015192,-1.767677660766456e-11,0.0006405227408618581,-1.82922235818026e-11,0.0006430642918027439,-1.902883128133576e-11,0.0006456575280948698,-1.979140966996189e-11,0.0006482997677694736,-2.051131273595103e-11
0.0006698395065463003,-2.067874867448661e-11,0.0006698893119761811,-2.043808382849656e-11,0.0006682409576880556,-2.01374073663165e-11,0.0006656237591718972,-1.978340345687666e-11,0.0006626547216176253,-1.938854736055804e-11,0.0006598495930818915,-1.896767821086837e-11,0.0006549688506485575,-1.851272492224683e-11,0.0006507292724862854,-1.807860661337951e-11,0.0006433623372001543,-1.766004407524197e-11,0.0006457147262217774,-1.735610389168532e-11,0.0006519774711065457,-1.712386939959895e-11,0.0006534023686275064,-1.694686932997039e-11,0.0006506780250568769,-1.687001120927794e-11,0.0006455406848269182,-1.694296241430838e-11,0.000639912916891656,-1.720639934160624e-11,0.0006455447139015192,-1.763032012477703e-11,0.0006505227408618581,-1.823704839457688e-11,0.0006530642918027439,-1.897062935387079e-11,0.0006556575280948698,-1.973444018539924e-11,0.0006582997677694736,-2.045844001287051e-11
0.0006798395065463004,-2.078339654715522e-11,0.0006798893119761811,-2.054553636893785e-11,0.0006782409576880556,-2.024641092598004e-11,0.0006756237591718972,-1.989247454769659e-11,0.0006726547216176253,-1.949591749871256e-11,0.0006698495930818916,-1.907120973318654e-11,0.0006649688506485575,-1.860813119815847e-11,0.0006607292724862855,-1.81611210929954e-11,0.0006533623372001543,-1.77262223850886e-11,0.0006557147262217774,-1.740904694662988e-11,0.0006619774711065457,-1.716509692550259e-11,0.0006634023686275065,-1.697346768036237e-11,0.000660678025056877,-1.687909748955772e-11,0.0006555406848269182,-1.693274025662713e-11,0.000649912916891656,-1.71768410770639e-11,0.0006555447139015193,-1.758814094197101e-11,0.0006605227408618582,-1.818522405716508e-11,0.000663064291802744,-1.891497447582634e-11,0.0006656575280948699,-1.967932846547099e-11,0.0006682997677694737,-2.040692137450561e-11
0.0006898395065463004,-2.088775178969067e-11,0.0006898893119761812,-2.0652850116327e-11,0.0006882409576880556,-2.035543626807255e-11,0.0006856237591718972,-2.00020026121321e-11,0.0006826547216176253,-1.960431892760862e-11,0.0006798495930818916,-1.917645306079958e-11,0.0006749688506485575,-1.87069288544214e-11,0.0006707292724862855,-1.824771299194786e-11,0.0006633623372001543,-1.779693939664303e-11,0.0006657147262217775,-1.746695058190494e-11,0.0006719774711065457,-1.72116667738302e-11,0.0006734023686275065,-1.700559263324817e-11,0.000670678025056877,-1.689367045201263e-11,0.0006655406848269182,-1.692774926837275e-11,0.000659912916891656,-1.715206080325338e-11,0.0006655447139015193,-1.755047216117687e-11,0.0006705227408618582,-1.813698594124576e-11,0.000673064291802744,-1.886207707105908e-11,0.0006756575280948699,-1.962625380386097e-11,0.0006782997677694737,-2.035690539425784e-11
0.0006998395065463004,-2.09917531404315e-11,0.0006998893119761812,-2.075990195004183e-11,0.0006982409576880556,-2.046440288305905e-11,0.0006956237591718973,-2.011189772307858e-11,0.0006926547216176254,-1.971365804131122e-11,0.0006898495930818916,-1.928332890484773e-11,0.0006849688506485576,-1.88085662873801e-11,0.0006807292724862855,-1.833842878446257e-11,0.0006733623372001543,-1.787230144666763e-11,0.0006757147262217775,-1.752996191462127e-11,0.0006819774711065458,-1.726375750762158e-11,0.0006834023686275065,-1.704345307282734e-11,0.000680678025056877,-1.691396200399836e-11,0.0006755406848269182,-1.692823299431778e-11,0.0006699129168916561,-1.713230340835006e-11,0.0006755447139015193,-1.751755492024123e-11,0.0006805227408618582,-1.809259195434794e-11,0.000683064291802744,-1.881216109729308e-11,0.0006856575280948699,-1.957540947844021e-11,0.0006882997677694737,-2.030855383873302e-11
0.0007098395065463004,-2.109533314297105e-11,0.0007098893119761812,-2.086655835649842e-11,0.0007082409576880557,-2.057322315444422e-11,0.0007056237591718973,-2.022206064295e-11,0.0007026547216176254,-1.982382917276991e-11,0.0006998495930818916,-1.939173490136259e-11,0.0006949688506485576,-1.891259139203031e-11,0.0006907292724862855,-1.843329387204813e-11,0.0006833623372001544,-1.795239729993375e-11,0.0006857147262217775,-1.759821285337247e-11,0.0006919774711065458,-1.732153429818459e-11,0.0006934023686275065,-1.70872487827772e-11,0.0006906780250568771,-1.694020079302517e-11,0.0006855406848269183,-1.693443752627019e-11,0.0006799129168916561,-1.711782514823563e-11,0.0006855447139015193,-1.748964056254756e-11,0.0006905227408618582,-1.805243193848698e-11,0.000693064291802744,-1.876546439789011e-11,0.0006956575280948699,-1.952700246699336e-11,0.0006982997677694737,-2.026204197335576e-11
0.0007198395065463005,-2.119841855031131e-11,0.0007198893119761812,-2.097271417179233e-11,0.0007182409576880557,-2.068180202393093e-11,0.0007156237591718973,-2.033238328121825e-11,0.0007126547216176254,-1.993471492190002e-11,0.0007098495930818917,-1.950155178908676e-11,0.0007049688506485576,-1.901883313951243e-11,0.0007007292724862856,-1.853231013872298e-11,0.0006933623372001544,-1.803729500787136e-11,0.0006957147262217775,-1.76718164641942e-11,0.0007019774711065458,-1.738514495179426e-11,0.0007034023686275066,-1.713716639517715e-11,0.0007006780250568771,-1.697260860466304e-11,0.0006955406848269183,-1.694660870521695e-11,0.0006899129168916561,-1.710895021797659e-11,0.0006955447139015194,-1.746698842973823e-11,0.0007005227408618583,-1.801686363085822e-11,0.0007030642918027441,-1.872223799189575e-11,0.00070565752809487,-1.948125339496876e-11,0.0007082997677694738,-2.021755865681647e-11
0.0007298395065463005,-2.130093082313039e-11,0.0007298893119761813,-2.107828111730555e-11,0.0007282409576880557,-2.079003796120813e-11,0.0007256237591718973,-2.044274933216315e-11,0.0007226547216176254,-2.004618672241437e-11,0.0007198495930818917,-1.961264539631569e-11,0.0007149688506485576,-1.912718453537777e-11,0.0007107292724862856,-1.863519720561801e-11,0.0007033623372001544,-1.812703876241756e-11,0.0007057147262217776,-1.775086320992708e-11,0.0007119774711065458,-1.745471564014078e-11,0.0007134023686275066,-1.719337498611025e-11,0.0007106780250568771,-1.701139628756586e-11,0.0007055406848269183,-1.696498880891274e-11,0.0006999129168916561,-1.710599162053776e-11,0.0007055447139015194,-1.744986335066808e-11,0.0007105227408618583,-1.798618540737322e-11,0.0007130642918027441,-1.868274501239663e-11,0.00071565752809487,-1.943839667801625e-11,0.0007182997677694738,-2.017530570496516e-11
0.0007398395065463005,-2.140278671514867e-11,0.0007398893119761813,-2.118316980384568e-11,0.0007382409576880557,-2.08978239314282e-11,0.0007356237591718974,-2.055303507044527e-11,0.0007326547216176255,-2.015810562111212e-11,0.0007298495930818917,-1.972486722646993e-11,0.0007249688506485577,-1.923751226349439e-11,0.0007207292724862856,-1.874123201678729e-11,0.0007133623372001545,-1.822164582223079e-11,0.0007157147262217776,-1.783541714461071e-11,0.0007219774711065459,-1.753034648889915e-11,0.0007234023686275066,-1.725602137394986e-11,0.0007206780250568771,-1.705675923616724e-11,0.0007155406848269183,-1.698981271637574e-11,0.0007099129168916562,-1.710922269534538e-11,0.0007155447139015194,-1.743853306553374e-11,0.0007205227408618583,-1.796067296156638e-11,0.0007230642918027441,-1.864725935660769e-11,0.00072565752809487,-1.9398679580836e-11,0.0007282997677694738,-2.013549804911081e-11
0.0007498395065463005,-2.150387785048365e-11,0.0007498893119761813,-2.128728604252319e-11,0.0007482409576880558,-2.100504818762698e-11,0.0007456237591718974,-2.066311029397663e-11,0.0007426547216176255,-2.027032325930357e-11,0.0007398495930818918,-1.983805522099021e-11,0.0007349688506485577,-1.934965579931414e-11,0.0007307292724862857,-1.885000495355454e-11,0.0007233623372001545,-1.83211035981316e-11,0.0007257147262217776,-1.792551216133712e-11,0.0007319774711065459,-1.761210721525263e-11,0.0007334023686275066,-1.732522521259854e-11,0.0007306780250568772,-1.710887248747691e-11,0.0007255406848269184,-1.702130356079709e-11,0.0007199129168916562,-1.711889319238037e-11,0.0007255447139015194,-1.743326522168188e-11,0.0007305227408618583,-1.79406035432785e-11,0.0007330642918027441,-1.861606389202475e-11,0.00073565752809487,-1.936236089141427e-11,0.0007382997677694739,-2.009836329460554e-11
0.0007598395065463006,-2.160405111981483e-11,0.0007598893119761814,-2.139053132048131e-11,0.0007582409576880558,-2.111159519418261e-11,0.0007556237591718974,-2.07728393993872e-11,0.0007526547216176255,-2.038268304504147e-11,0.0007498495930818918,-1.995203488247014e-11,0.0007449688506485577,-1.946343497559138e-11,0.0007407292724862857,-1.896133556381627e-11,0.0007333623372001545,-1.842535357655159e-11,0.0007357147262217776,-1.802114840484039e-11,0.0007419774711065459,-1.770003275931417e-11,0.0007434023686275067,-1.740107401919789e-11,0.0007406780250568772,-1.716788551709062e-11,0.0007355406848269184,-1.705968519216697e-11,0.0007299129168916562,-1.713524249233559e-11,0.0007355447139015195,-1.743432380280405e-11,0.0007405227408618584,-1.79262575181323e-11,0.0007430642918027442,-1.858944814416501e-11,0.0007456575280948701,-1.932970927963977e-11,0.0007482997677694739,-2.006414045148536e-11
0.0007698395065463006,-2.170318321677297e-11,0.0007698893119761814,-2.149280469431002e-11,0.0007682409576880558,-2.121734665146998e-11,0.0007656237591718974,-2.088208257106893e-11,0.0007626547216176256,-2.049502149965819e-11,0.0007598495930818918,-2.006662068587023e-11,0.0007549688506485577,-1.957865287397783e-11,0.0007507292724862857,-1.907505192110892e-11,0.0007433623372001545,-1.853375634597458e-11,0.0007457147262217777,-1.812228897234504e-11,0.0007519774711065459,-1.779411913204282e-11,0.0007534023686275067,-1.748361837135769e-11,0.0007506780250568772,-1.723391684983352e-11,0.0007455406848269184,-1.710521945677209e-11,0.0007399129168916563,-1.715849908414159e-11,0.0007455447139015195,-1.744196498242126e-11,0.0007505227408618584,-1.791791328428153e-11,0.0007530642918027442,-1.856770543035697e-11,0.0007556575280948701,-1.930100119350066e-11,0.0007582997677694739,-2.00330783418174e-11
0.0007798395065463006,-2.180117996021182e-11,0.0007798893119761814,-2.159400406561756e-11,0.0007782409576880558,-2.132218258282286e-11,0.0007756237591718975,-2.099069706207066e-11,0.0007726547216176256,-2.060716975348116e-11,0.0007698495930818918,-2.018161773104123e-11,0.0007649688506485578,-1.969509731885513e-11,0.0007607292724862857,-1.919094489364621e-11,0.0007533623372001546,-1.864555765564236e-11,0.0007557147262217777,-1.822885703207667e-11,0.000761977471106546,-1.789431967150712e-11,0.0007634023686275067,-1.757286695839495e-11,0.0007606780250568772,-1.730704863118873e-11,0.0007555406848269184,-1.715810659081788e-11,0.0007499129168916563,-1.718887485031608e-11,0.0007555447139015195,-1.745643242925951e-11,0.0007605227408618584,-1.791584225010842e-11,0.0007630642918027442,-1.855112941855583e-11,0.0007656575280948701,-1.927651822901748e-11,0.0007682997677694739,-2.000543364507537e-11
0.0007898395065463006,-2.189795457051916e-11,0.0007898893119761814,-2.169402707792574e-11,0.0007882409576880559,-2.142598246124156e-11,0.0007856237591718975,-2.109853854062603e-11,0.0007826547216176256,-2.071895515915911e-11,0.0007798495930818919,-2.029682360333254e-11,0.0007749688506485578,-1.981254262951196e-11,0.0007707292724862858,-1.930877838330911e-11,0.0007633623372001546,-1.87603839545313e-11,0.0007657147262217777,-1.834048019639911e-11,0.000771977471106546,-1.800054185075095e-11,0.0007734023686275067,-1.766878228322666e-11,0.0007706780250568773,-1.73873213332805e-11,0.0007655406848269185,-1.721847360585019e-11,0.0007599129168916563,-1.722655902397179e-11,0.0007655447139015196,-1.74779521152578e-11,0.0007705227408618585,-1.792030396825585e-11,0.0007730642918027443,-1.854001010636528e-11,0.0007756575280948702,-1.925654395223989e-11,0.000778299767769474,-1.998146847124985e-11
0.0007998395065463007,-2.199341914994604e-11,0.0007998893119761815,-2.179277206908456e-11,0.0007982409576880559,-2.152862635450296e-11,0.0007956237591718975,-2.120546247431212e-11,0.0007926547216176256,-2.083020298754507e-11,0.0007898495930818919,-2.04120303999701e-11,0.0007849688506485578,-1.993075178121299e-11,0.0007807292724862858,-1.942829691683451e-11,0.0007733623372001546,-1.887800193170474e-11,0.0007757147262217777,-1.845617933272995e-11,0.000781977471106546,-1.811264478760102e-11,0.0007834023686275068,-1.777127703602843e-11,0.0007806780250568773,-1.747472853976898e-11,0.0007755406848269185,-1.728639512870119e-11,0.0007699129168916563,-1.727171232727889e-11,0.0007755447139015196,-1.750672670609972e-11,0.0007805227408618585,-1.793154090803668e-11,0.0007830642918027443,-1.853462923619188e-11,0.0007856575280948702,-1.924136016806384e-11,0.000788299767769474,-1.996144742461887e-11
0.0008098395065463007,-2.208748599694315e-11,0.0008098893119761815,-2.1890139055235e-11,0.0008082409576880559,-2.162999606904776e-11,0.0008056237591718975,-2.1311325525837e-11,0.0008026547216176257,-2.09407381678912e-11,0.0007998495930818919,-2.052702687479931e-11,0.0007949688506485578,-2.004947885935516e-11,0.0007907292724862858,-1.954922883756956e-11,0.0007833623372001546,-1.899815637930802e-11,0.0007857147262217778,-1.857532087546098e-11,0.0007919774711065461,-1.823003617358999e-11,0.0007934023686275068,-1.788021119435519e-11,0.0007906780250568773,-1.756926673544447e-11,0.0007855406848269185,-1.736190092601813e-11,0.0007799129168916564,-1.73244610689715e-11,0.0007855447139015196,-1.75429296462221e-11,0.0007905227408618585,-1.794977279537057e-11,0.0007930642918027443,-1.853525518826067e-11,0.0007956575280948702,-1.923124264909672e-11,0.000798299767769474,-1.994563415464925e-11
0.0008198395065463007,-2.218006938416979e-11,0.0008198893119761815,-2.198603068617342e-11,0.0008182409576880559,-2.17299762708644e-11,0.0008156237591718976,-2.141598693395547e-11,0.0008126547216176257,-2.105038703876521e-11,0.0008098495930818919,-2.064160065344969e-11,0.0008049688506485579,-2.016847171824311e-11,0.0008007292724862858,-1.967128896828787e-11,0.0007933623372001547,-1.912055536912509e-11,0.0007957147262217778,-1.8697572589463e-11,0.0008019774711065461,-1.835163449074987e-11,0.0008034023686275068,-1.799539005155624e-11,0.0008006780250568773,-1.767088778206721e-11,0.0007955406848269186,-1.744497229776921e-11,0.0007899129168916564,-1.738489123402171e-11,0.0007955447139015196,-1.758669908497082e-11,0.0008005227408618585,-1.797519063849575e-11,0.0008030642918027443,-1.854213742524395e-11,0.0008056575280948702,-1.922645636350949e-11,0.000808299767769474,-1.993428741069805e-11
0.0008298395065463007,-2.227108656382669e-11,0.0008298893119761815,-2.208035317187996e-11,0.000828240957688056,-2.18284555702761e-11,0.0008256237591718976,-2.151930985159269e-11,0.0008226547216176257,-2.115897907296615e-11,0.000819849593081892,-2.075554046900654e-11,0.0008149688506485579,-2.028747477555108e-11,0.0008107292724862859,-1.979418171102906e-11,0.0008033623372001547,-1.924488258435918e-11,0.0008057147262217778,-1.882262542250363e-11,0.0008119774711065461,-1.84767825584802e-11,0.0008134023686275068,-1.811628503426161e-11,0.0008106780250568774,-1.777944431630156e-11,0.0008055406848269186,-1.75355366341565e-11,0.0007999129168916564,-1.745304275776021e-11,0.0008055447139015197,-1.763813182674626e-11,0.0008105227408618586,-1.800795060429791e-11,0.0008130642918027444,-1.855551434238554e-11,0.0008156575280948703,-1.922725027055558e-11,0.0008182997677694741,-1.992765663939115e-11
0.0008398395065463008,-2.23604585529678e-11,0.0008398893119761816,-2.217301715584848e-11,0.000838240957688056,-2.192532754071685e-11,0.0008356237591718976,-2.162116261770368e-11,0.0008326547216176257,-2.126634853916426e-11,0.000829849593081892,-2.086863836608792e-11,0.0008249688506485579,-2.040623187282689e-11,0.0008207292724862859,-1.991760448610053e-11,0.0008133623372001547,-1.937080444737353e-11,0.0008157147262217779,-1.895012768363347e-11,0.0008219774711065461,-1.860508992290713e-11,0.0008234023686275069,-1.824169441188154e-11,0.0008206780250568774,-1.789469972597139e-11,0.0008155406848269186,-1.763346330788662e-11,0.0008099129168916564,-1.752890421994437e-11,0.0008155447139015197,-1.769727751938229e-11,0.0008205227408618586,-1.80481679356671e-11,0.0008230642918027444,-1.857569195872601e-11,0.0008256575280948703,-1.92338517837659e-11,0.0008282997677694741,-1.992597718968753e-11
0.0008498395065463008,-2.244811100125717e-11,0.0008498893119761816,-2.226393851934975e-11,0.000848240957688056,-2.202049165263991e-11,0.0008456237591718976,-2.172141993295624e-11,0.0008426547216176258,-2.137233606530986e-11,0.000839849593081892,-2.098069182183889e-11,0.0008349688506485579,-2.052448912935962e-11,0.0008307292724862859,-2.004125133874208e-11,0.0008233623372001547,-1.949797434613423e-11,0.0008257147262217779,-1.907969816451312e-11,0.0008319774711065462,-1.873616956610216e-11,0.0008334023686275069,-1.837080976904324e-11,0.0008306780250568774,-1.801631560181041e-11,0.0008255406848269186,-1.773856101741226e-11,0.0008199129168916565,-1.761240820312217e-11,0.0008255447139015197,-1.776413331692406e-11,0.0008305227408618586,-1.80959111259696e-11,0.0008330642918027444,-1.860288877987283e-11,0.0008356575280948703,-1.924646103448436e-11,0.0008382997677694741,-1.992946521943122e-11
0.0008598395065463008,-2.253397532340437e-11,0.0008598893119761816,-2.235303910470298e-11,0.0008582409576880561,-2.211385411770069e-11,0.0008556237591718977,-2.181996393099339e-11,0.0008526547216176258,-2.147679007215384e-11,0.000849849593081892,-2.109150573571349e-11,0.000844968850648558,-2.06419977166426e-11,0.0008407292724862859,-2.016481659356788e-11,0.0008333623372001548,-1.962603672986581e-11,0.0008357147262217779,-1.921093837683911e-11,0.0008419774711065462,-1.886959281975504e-11,0.0008434023686275069,-1.85032234060953e-11,0.0008406780250568774,-1.814318021011364e-11,0.0008355406848269187,-1.785057645442655e-11,0.0008299129168916565,-1.770342755614679e-11,0.0008355447139015197,-1.783863926399194e-11,0.0008405227408618586,-1.815119658760424e-11,0.0008430642918027444,-1.863722288560811e-11,0.0008456575280948703,-1.926524510020172e-11,0.0008482997677694741,-1.993831242731571e-11
0.0008698395065463009,-2.261798654857774e-11,0.0008698893119761816,-2.244024740544237e-11,0.0008682409576880561,-2.220532862037165e-11,0.0008656237591718977,-2.191668510527026e-11,0.0008626547216176258,-2.157956804970201e-11,0.0008598495930818921,-2.120089424544918e-11,0.000854968850648558,-2.075851648446172e-11,0.000850729272486286,-2.028799845562698e-11,0.0008433623372001548,-1.975463155861345e-11,0.0008457147262217779,-1.934343896477872e-11,0.0008519774711065462,-1.900490682310758e-11,0.0008534023686275069,-1.863853588132695e-11,0.0008506780250568775,-1.827417092572191e-11,0.0008455406848269187,-1.796919435910491e-11,0.0008399129168916565,-1.780177278841921e-11,0.0008455447139015198,-1.792067464641613e-11,0.0008505227408618587,-1.821398406193151e-11,0.0008530642918027445,-1.867874264404057e-11,0.0008556575280948704,-1.929033239055655e-11,0.0008582997677694742,-1.995268076274817e-11
0.0008798395065463009,-2.270008665935761e-11,0.0008798893119761817,-2.252549981580771e-11,0.0008782409576880561,-2.229483693049455e-11,0.0008756237591718977,-2.201148309306697e-11,0.0008726547216176258,-2.1680537655023e-11,0.0008698495930818921,-2.130868233378401e-11,0.000864968850648558,-2.087381437666379e-11,0.000860729272486286,-2.041050246241712e-11,0.0008533623372001548,-1.988339893865092e-11,0.000855714726221778,-1.947678497626031e-11,0.0008619774711065462,-1.914164739467915e-11,0.000863402368627507,-1.877626687632413e-11,0.0008606780250568775,-1.840862607192405e-11,0.0008555406848269187,-1.809384658930769e-11,0.0008499129168916565,-1.7907190789315e-11,0.0008555447139015198,-1.801005553453172e-11,0.0008605227408618587,-1.828417301375005e-11,0.0008630642918027445,-1.872744180898707e-11,0.0008656575280948704,-1.932180740492181e-11,0.0008682997677694742,-1.997269729090098e-11
0.0008898395065463009,-2.278022504224669e-11,0.0008898893119761817,-2.260873826150229e-11,0.0008882409576880561,-2.238230938675813e-11,0.0008856237591718978,-2.210426730689134e-11,0.0008826547216176259,-2.17795776259299e-11,0.0008798495930818921,-2.141470719775295e-11,0.0008749688506485581,-2.098767258426656e-11,0.000870729272486286,-2.05320446948191e-11,0.0008633623372001548,-2.001198360644835e-11,0.000865714726221778,-1.961056129268953e-11,0.0008719774711065463,-1.927934634455055e-11,0.000873402368627507,-1.8915895804817e-11,0.0008706780250568775,-1.854603529659201e-11,0.0008655406848269187,-1.822320584526142e-11,0.0008599129168916566,-1.801936502033974e-11,0.0008655447139015198,-1.810653370992038e-11,0.0008705227408618587,-1.83616002326109e-11,0.0008730642918027445,-1.878325841693189e-11,0.0008756575280948704,-1.935970608683989e-11,0.0008782997677694742,-1.999844940805456e-11
0.0008998395065463009,-2.28583581656248e-11,0.0008998893119761817,-2.268991267634666e-11,0.0008982409576880562,-2.246768577654731e-11,0.0008956237591718978,-2.219495740265211e-11,0.0008926547216176259,-2.187657847479986e-11,0.0008898495930818921,-2.151881936044625e-11,0.0008849688506485581,-2.109988639507853e-11,0.000880729272486286,-2.065235467126949e-11,0.0008733623372001549,-2.014003919741147e-11,0.000875714726221778,-1.974435807571765e-11,0.0008819774711065463,-1.94175411566622e-11,0.000883402368627507,-1.905689390181468e-11,0.0008806780250568776,-1.868586861205797e-11,0.0008755406848269188,-1.835627448726933e-11,0.0008699129168916566,-1.813791597251501e-11,0.0008755447139015198,-1.820979711451325e-11,0.0008805227408618587,-1.844603882544604e-11,0.0008830642918027445,-1.88460709328725e-11,0.0008856575280948704,-1.940401199884697e-11,0.0008882997677694742,-2.002998061080949e-11
0.000909839506546301,-2.293444972089579e-11,0.0009098893119761817,-2.27689820125132e-11,0.0009082409576880562,-2.255091445075612e-11,0.0009056237591718978,-2.228348358452286e-11,0.0009026547216176259,-2.197144298540772e-11,0.0008998495930818922,-2.16208835218614e-11,0.0008949688506485581,-2.121026671173891e-11,0.0008907292724862861,-2.077117786240827e-11,0.0008833623372001549,-2.026723220857662e-11,0.000885714726221778,-1.987777596957284e-11,0.0008919774711065463,-1.955583438694552e-11,0.0008934023686275071,-1.919873612406666e-11,0.0008906780250568776,-1.882757061984335e-11,0.0008855406848269188,-1.849244378549467e-11,0.0008799129168916566,-1.826196008600495e-11,0.0008855447139015199,-1.831947189490705e-11,0.0008905227408618588,-1.853719873081925e-11,0.0008930642918027446,-1.891569639120578e-11,0.0008956575280948705,-1.94546535250233e-11,0.0008982997677694743,-2.006728701956648e-11
0.000919839506546301,-2.300847075730506e-11,0.0009198893119761818,-2.284591349042149e-11,0.0009182409576880562,-2.26319512839027e-11,0.0009156237591718978,-2.2369786865051e-11,0.0009126547216176259,-2.206408650615007e-11,0.0009098495930818922,-2.172077914176081e-11,0.0009049688506485581,-2.131864122211804e-11,0.0009007292724862861,-2.088827775315085e-11,0.0008933623372001549,-2.039324553853243e-11,0.0008957147262217781,-2.001043088071941e-11,0.0009019774711065463,-1.969382714389936e-11,0.0009034023686275071,-1.934090732582077e-11,0.0009006780250568776,-1.897057989957499e-11,0.0008955406848269188,-1.863116954094179e-11,0.0008899129168916566,-1.839017185657478e-11,0.0008955447139015199,-1.843503624709774e-11,0.0009005227408618588,-1.86347288181511e-11,0.0009030642918027446,-1.899189050563746e-11,0.0009056575280948705,-1.951150227694553e-11,0.0009082997677694743,-2.01103148401085e-11
0.000929839506546301,-2.308039934276669e-11,0.0009298893119761818,-2.292068242978891e-11,0.0009282409576880562,-2.271076281100767e-11,0.0009256237591718979,-2.245381968491468e-11,0.000922654721617626,-2.215443704535406e-11,0.0009198495930818922,-2.181840075149974e-11,0.0009149688506485582,-2.142485521712132e-11,0.0009107292724862861,-2.100343749492987e-11,0.000903362337200155,-2.051778152292702e-11,0.0009057147262217781,-2.014195820911951e-11,0.0009119774711065464,-1.983110183935858e-11,0.0009134023686275071,-1.948290834890514e-11,0.0009106780250568776,-1.911434088615661e-11,0.0009055406848269188,-1.877188053299231e-11,0.0008999129168916567,-1.852170133568378e-11,0.0009055447139015199,-1.855522582200373e-11,0.0009105227408618588,-1.873822056058899e-11,0.0009130642918027446,-1.907434938132141e-11,0.0009156575280948705,-1.95743728327642e-11,0.0009182997677694743,-2.015895891731118e-11
