/I_270/OUTA X,/I_270/OUTA Y,/I_405/OUTA X,/I_405/OUTA Y,/I_540/OUTA X,/I_540/OUTA Y,/I_675/OUTA X,/I_675/OUTA Y,/I_810/OUTA X,/I_810/OUTA Y,/I_945/OUTA X,/I_945/OUTA Y,/I_1080/OUTA X,/I_1080/OUTA Y,/I_1215/OUTA X,/I_1215/OUTA Y,/I_1350/IN X,/I_1350/IN Y
0.0005728923692399434,7.176568296370313e-11,0.0005728923692399434,7.932763955297094e-11,0.0005728923692399434,9.031666255054496e-11,0.0005728923692399434,1.03386902722129e-10,0.0005728923692399434,1.151434656830828e-10,0.0005728923692399434,1.257029539565353e-10,0.0005728923692399434,1.352101920735166e-10,0.0005728923692399434,1.438018033075535e-10,0.0005728923692399434,2.915694769597737e-11
0.0005799470372023547,7.394037899191037e-11,0.0005799470372023547,8.165106316687377e-11,0.0005799470372023547,9.283673006528622e-11,0.0005799470372023547,1.061005734285731e-10,0.0005799470372023547,1.179953599611857e-10,0.0005799470372023547,1.286499846756595e-10,0.0005799470372023547,1.382194263367157e-10,0.0005799470372023547,1.468481872131254e-10,0.0005799470372023547,3.19788148809419e-11
0.0005874638167147001,7.60983140991174e-11,0.0005874638167147001,8.395204565680567e-11,0.0005874638167147001,9.532543038438014e-11,0.0005874638167147001,1.087715353260589e-10,0.0005874638167147001,1.207940260680324e-10,0.0005874638167147001,1.315343414851826e-10,0.0005874638167147001,1.411576688414574e-10,0.0005874638167147001,1.498163434042574e-10,0.0005874638167147001,3.498552668588006e-11
0.0005954862071910025,7.823410262064468e-11,0.0005954862071910025,8.622497132630528e-11,0.0005954862071910025,9.777693522615068e-11,0.0005954862071910025,1.113939371252792e-10,0.0005954862071910025,1.235337960187796e-10,0.0005954862071910025,1.343506706504852e-10,0.0005954862071910025,1.440199601575211e-10,0.0005954862071910025,1.527017503075088e-10,0.0005954862071910025,3.819448287640098e-11
0.0006040599534054822,8.034265121035587e-11,0.0006040599534054822,8.846458193290621e-11,0.0006040599534054822,1.001858686311128e-10,0.0006040599534054822,1.1396248738256e-10,0.0006040599534054822,1.262096446445966e-10,0.0006040599534054822,1.370943253531918e-10,0.0006040599534054822,1.468020940690842e-10,0.0006040599534054822,1.555006711423718e-10,0.0006040599534054822,4.162398136219289e-11
0.0006132334537837049,8.241926154600003e-11,0.0006132334537837049,9.066607990378662e-11,0.0006132334537837049,1.02547408282273e-10,0.0006132334537837049,1.164725473586443e-10,0.0006132334537837049,1.288172744255553e-10,0.0006132334537837049,1.397614396390867e-10,0.0006132334537837049,1.495006804507979e-10,0.0006132334537837049,1.582102060947665e-10,0.0006132334537837049,4.529338151348197e-11
0.0006230581318238356,8.445969110740646e-11,0.0006230581318238356,9.282518601334596e-11,0.0006230581318238356,1.048573347719598e-10,0.0006230581318238356,1.189201707488074e-10,0.0006230581318238356,1.313531426423006e-10,0.0006230581318238356,1.423489431004568e-10,0.0006230581318238356,1.5211314822893e-10,0.0006230581318238356,1.608282846008168e-10,0.0006230581318238356,4.922325272953424e-11
0.0006330581318238356,8.636356966674627e-11,0.0006330581318238356,9.483620301567311e-11,0.0006330581318238356,1.070033653077991e-10,0.0006330581318238356,1.211874640999863e-10,0.0006330581318238356,1.336961326735168e-10,0.0006330581318238356,1.447342198818076e-10,0.0006330581318238356,1.545165972875698e-10,0.0006330581318238356,1.632325726799469e-10,0.0006330581318238356,5.322325272953428e-11
0.0006430581318238357,8.811312383565167e-11,0.0006430581318238357,9.668116341012817e-11,0.0006430581318238357,1.089675732208214e-10,0.0006430581318238357,1.232570697140951e-10,0.0006430581318238357,1.35829784028188e-10,0.0006430581318238357,1.469018702818511e-10,0.0006430581318238357,1.566967491406533e-10,0.0006430581318238357,1.654099130718303e-10,0.0006430581318238357,5.722325272953427e-11
0.0006530581318238357,8.972600209409536e-11,0.0006530581318238357,9.837942122165094e-11,0.0006530581318238357,1.10771708604411e-10,0.0006530581318238357,1.251533310607282e-10,0.0006530581318238357,1.377805162311197e-10,0.0006530581318238357,1.488799416853156e-10,0.0006530581318238357,1.586829066933373e-10,0.0006530581318238357,1.673905600648473e-10,0.0006530581318238357,6.122325272953425e-11
0.0006630581318238357,9.121746101237643e-11,0.0006630581318238357,9.994764443132046e-11,0.0006630581318238357,1.124344062377225e-10,0.0006630581318238357,1.268969821361907e-10,0.0006630581318238357,1.39570716870995e-10,0.0006630581318238357,1.506920959984057e-10,0.0006630581318238357,1.604996954866343e-10,0.0006630581318238357,1.691998520717339e-10,0.0006630581318238357,6.522325272953424e-11
0.0006730581318238357,9.260070291543656e-11,0.0006730581318238357,1.014002089428382e-10,0.0006730581318238357,1.139716647605118e-10,0.0006730581318238357,1.28505731060443e-10,0.0006730581318238357,1.412194200582992e-10,0.0006730581318238357,1.523583719959727e-10,0.0006730581318238357,1.62167899005642e-10,0.0006730581318238357,1.708591097092718e-10,0.0006730581318238357,6.922325272953428e-11
0.0006830581318238358,9.388717370396286e-11,0.0006830581318238358,1.027495416367954e-10,0.0006830581318238358,1.15397257451882e-10,0.0006830581318238358,1.299947519954142e-10,0.0006830581318238358,1.427428706692921e-10,0.0006830581318238358,1.538958123994339e-10,0.0006830581318238358,1.637051395172811e-10,0.0006830581318238358,1.72386362164617e-10,0.0006830581318238358,7.322325272953426e-11
0.0006930581318238358,9.508681737196431e-11,0.0006930581318238358,1.040064104209746e-10,0.0006930581318238358,1.167230752538159e-10,0.0006930581318238358,1.313770907124774e-10,0.0006930581318238358,1.4415498468072e-10,0.0006930581318238358,1.553189710293045e-10,0.0006930581318238358,1.651264246619766e-10,0.0006930581318238358,1.737969266712169e-10,0.0006930581318238358,7.72232527295343e-11
0.0007030581318238358,9.620829590651043e-11,0.0007030581318238358,1.051801693491361e-10,0.0007030581318238358,1.179594172027279e-10,0.0007030581318238358,1.326640038410025e-10,0.0007030581318238358,1.454677304388844e-10,0.0007030581318238358,1.56640329428156e-10,0.0007030581318238358,1.664445933999424e-10,0.0007030581318238358,1.751038785204136e-10,0.0007030581318238358,8.122325272953434e-11
0.0007130581318238358,9.72591774385863e-11,0.0007130581318238358,1.062789746533924e-10,0.0007130581318238358,1.191152350289584e-10,0.0007130581318238358,1.338652417745096e-10,0.0007130581318238358,1.46691444028478e-10,0.0007130581318238358,1.578706391404437e-10,0.0007130581318238358,1.67670680285285e-10,0.0007130581318238358,1.763184331106851e-10,0.0007130581318238358,8.522325272953433e-11
0.0007230581318238359,9.824609578899236e-11,0.0007230581318238359,1.073099637196186e-10,0.0007230581318238359,1.201983379243575e-10,0.0007230581318238359,1.349892835939956e-10,0.0007230581318238359,1.478350893895018e-10,0.0007230581318238359,1.590192024276212e-10,0.0007230581318238359,1.688142127805404e-10,0.0007230581318238359,1.774502564761357e-10,0.0007230581318238359,8.922325272953436e-11
0.0007330581318238359,9.917488515813043e-11,0.0007330581318238359,1.082794021152778e-10,0.0007330581318238359,1.212155635496808e-10,0.0007330581318238359,1.360435319146175e-10,0.0007330581318238359,1.489064728190667e-10,0.0007330581318238359,1.600941026311302e-10,0.0007330581318238359,1.698834542283555e-10,0.0007330581318238359,1.785077181454014e-10,0.0007330581318238359,9.322325272953435e-11
0.0007430581318238359,1.000506936538691e-10,0.0007430581318238359,1.09192809121181e-10,0.0007430581318238359,1.221729208376469e-10,0.0007430581318238359,1.370344746289678e-10,0.0007430581318238359,1.499124201387487e-10,0.0007430581318238359,1.611023936318144e-10,0.0007430581318238359,1.708856029527179e-10,0.0007430581318238359,1.794980976902689e-10,0.0007430581318238359,9.722325272953439e-11
0.0007530581318238359,1.008780789947514e-10,0.0007530581318238359,1.100550632843846e-10,0.0007530581318238359,1.230757093962172e-10,0.0007530581318238359,1.37967819438899e-10,0.0007530581318238359,1.508589234030887e-10,0.0007530581318238359,1.620502561464336e-10,0.0007530581318238359,1.718269559780081e-10,0.0007530581318238359,1.804277540907966e-10,0.0007530581318238359,1.012232527295344e-10
0.000763058131823836,1.016610892865233e-10,0.000763058131823836,1.108704912255207e-10,0.000763058131823836,1.239286195601451e-10,0.000763058131823836,1.388486060571033e-10,0.000763058131823836,1.517512627723806e-10,0.000763058131823836,1.629431271271065e-10,0.000763058131823836,1.727130441796375e-10,0.000763058131823836,1.813022651931731e-10,0.000763058131823836,1.052232527295344e-10
0.000773058131823836,1.024033313344335e-10,0.000773058131823836,1.116429425335415e-10,0.000773058131823836,1.247358164539187e-10,0.000773058131823836,1.39681300081523e-10,0.000773058131823836,1.525941081140243e-10,0.000773058131823836,1.637858073081303e-10,0.000773058131823836,1.735487443152055e-10,0.000773058131823836,1.821265430459815e-10,0.000773058131823836,1.092232527295344e-10
0.000783058131823836,1.031080285565828e-10,0.000783058131823836,1.123758531011297e-10,0.000783058131823836,1.255010108375711e-10,0.000783058131823836,1.404698718071056e-10,0.000783058131823836,1.533916040238549e-10,0.000783058131823836,1.645825509522275e-10,0.000783058131823836,1.743383722882952e-10,0.000783058131823836,1.829049297142762e-10,0.000783058131823836,1.132232527295344e-10
0.000793058131823836,1.037780702175447e-10,0.000793058131823836,1.130722988450523e-10,0.000793058131823836,1.262275190094344e-10,0.000793058131823836,1.412178626305656e-10,0.000793058131823836,1.541474412493089e-10,0.000793058131823836,1.653371410505226e-10,0.000793058131823836,1.750857611235759e-10,0.000793058131823836,1.836412772326939e-10,0.000793058131823836,1.172232527295344e-10
0.0008030581318238361,1.044160527797112e-10,0.0008030581318238361,1.137350414147376e-10,0.0008030581318238361,1.26918313628427e-10,0.0008030581318238361,1.419284412071505e-10,0.0008030581318238361,1.548649169241022e-10,0.0008030581318238361,1.660529525931797e-10,0.0008030581318238361,1.757943264388517e-10,0.0008030581318238361,1.843390146189417e-10,0.0008030581318238361,1.212232527295344e-10
0.0008130581318238361,1.050243161658432e-10,0.0008130581318238361,1.143665672099027e-10,0.0008130581318238361,1.27576066981245e-10,0.0008130581318238361,1.426044511163878e-10,0.0008130581318238361,1.555469855651284e-10,0.0008130581318238361,1.667330060197513e-10,0.0008130581318238361,1.764671216507371e-10,0.0008130581318238361,1.85001204286014e-10,0.0008130581318238361,1.252232527295344e-10
0.0008230581318238361,1.056049799073319e-10,0.0008230581318238361,1.149691249666126e-10,0.0008230581318238361,1.282031922695773e-10,0.0008230581318238361,1.432484558964157e-10,0.0008230581318238361,1.561963068651323e-10,0.0008230581318238361,1.673800169764231e-10,0.0008230581318238361,1.77106889076843e-10,0.0008230581318238361,1.856305940102089e-10,0.0008230581318238361,1.292232527295344e-10
0.0008330581318238362,1.061599717778113e-10,0.0008330581318238362,1.155447577088111e-10,0.0008330581318238362,1.288018786571437e-10,0.0008330581318238362,1.438627771997953e-10,0.0008330581318238362,1.56815286120777e-10,0.0008330581318238362,1.679964383486658e-10,0.0008330581318238362,1.777161030544381e-10,0.0008330581318238362,1.86229660736439e-10,0.0008330581318238362,1.332232527295345e-10
0.0008430581318238362,1.066910320494685e-10,0.0008430581318238362,1.160953083272366e-10,0.0008430581318238362,1.293740986599129e-10,0.0008430581318238362,1.444495042599946e-10,0.0008430581318238362,1.57406085472351e-10,0.0008430581318238362,1.685844729754604e-10,0.0008430581318238362,1.782969838618674e-10,0.0008430581318238362,1.868006254773766e-10,0.0008430581318238362,1.372232527295345e-10
0.0008530581318238362,1.071997429313009e-10,0.0008530581318238362,1.166224508113445e-10,0.0008530581318238362,1.299216417936123e-10,0.0008530581318238362,1.450105298657539e-10,0.0008530581318238362,1.579706614436895e-10,0.0008530581318238362,1.691461121745389e-10,0.0008530581318238362,1.788515367961038e-10,0.0008530581318238362,1.873454926220757e-10,0.0008530581318238362,1.412232527295345e-10
0.0008630581318238362,1.076875479262085e-10,0.0008630581318238362,1.171277110908359e-10,0.0008630581318238362,1.304461373528844e-10,0.0008630581318238362,1.455475750376682e-10,0.0008630581318238362,1.585107909778721e-10,0.0008630581318238362,1.696831627144107e-10,0.0008630581318238362,1.793815797569746e-10,0.0008630581318238362,1.878660778858194e-10,0.0008630581318238362,1.452232527295345e-10
0.0008730581318238363,1.081557667144952e-10,0.0008730581318238363,1.176124830674541e-10,0.0008730581318238363,1.309490719741265e-10,0.0008730581318238363,1.460622081118624e-10,0.0008730581318238363,1.590280916156903e-10,0.0008730581318238363,1.701972677510263e-10,0.0008730581318238363,1.798887646830206e-10,0.0008730581318238363,1.883640300474057e-10,0.0008730581318238363,1.492232527295345e-10
0.0008830581318238363,1.086056081915653e-10,0.0008830581318238363,1.180780426314892e-10,0.0008830581318238363,1.314318049547036e-10,0.0008830581318238363,1.465558613454888e-10,0.0008830581318238363,1.595240390179949e-10,0.0008830581318238363,1.706899249767467e-10,0.0008830581318238363,1.80374596104805e-10,0.0008830581318238363,1.888408497381344e-10,0.0008830581318238363,1.532232527295345e-10
0.0008930581318238363,1.090381819275839e-10,0.0008930581318238363,1.18525559968541e-10,0.0008930581318238363,1.318955816815687e-10,0.0008930581318238363,1.470298454453842e-10,0.0008930581318238363,1.59999982272083e-10,0.0008930581318238363,1.711625024526537e-10,0.0008930581318238363,1.808404473113399e-10,0.0008930581318238363,1.892979057970497e-10,0.0008930581318238363,1.572232527295345e-10
0.0009030581318238363,1.09454508234795e-10,0.0009030581318238363,1.189561103593635e-10,0.0009030581318238363,1.323415453977176e-10,0.0009030581318238363,1.474853622766329e-10,0.0009030581318238363,1.604571572610474e-10,0.0009030581318238363,1.716162524200535e-10,0.0009030581318238363,1.812875744376338e-10,0.0009030581318238363,1.897364495096059e-10,0.0009030581318238363,1.612232527295346e-10
0.0009130581318238364,1.09855527033891e-10,0.0009130581318238364,1.193706836811944e-10,0.0009130581318238364,1.327707475385842e-10,0.0009130581318238364,1.479235160080348e-10,0.0009130581318238364,1.608966983722296e-10,0.0009130581318238364,1.7205232338141e-10,0.0009130581318238364,1.817171287742779e-10,0.0009130581318238364,1.901576270378013e-10,0.0009130581318238364,1.652232527295345e-10
0.0009230581318238364,1.102421056830207e-10,0.0009230581318238364,1.197701927887745e-10,0.0009230581318238364,1.331841568367371e-10,0.0009230581318238364,1.483453229139649e-10,0.0009230581318238364,1.613196487802661e-10,0.0009230581318238364,1.72471770698326e-10,0.0009230581318238364,1.821301675551284e-10,0.0009230581318238364,1.905624903040112e-10,0.0009230581318238364,1.692232527295346e-10
0.0009330581318238364,1.106150459078238e-10,0.0009330581318238364,1.201554809257816e-10,0.0009330581318238364,1.335826673623609e-10,0.0009330581318238364,1.487517200174043e-10,0.0009330581318238364,1.617269695027996e-10,0.0009330581318238364,1.728755659142816e-10,0.0009330581318238364,1.825276634378646e-10,0.0009330581318238364,1.909520065480224e-10,0.0009330581318238364,1.732232527295345e-10
0.0009430581318238364,1.109750899503107e-10,0.0009430581318238364,1.205273282946628e-10,0.0009430581318238364,1.339671056415157e-10,0.0009430581318238364,1.49143572730571e-10,0.0009430581318238364,1.621195473960224e-10,0.0009430581318238364,1.732646049772728e-10,0.0009430581318238364,1.829105128582224e-10,0.0009430581318238364,1.913270667418953e-10,0.0009430581318238364,1.772232527295346e-10
0.0009530581318238365,1.11322926037233e-10,0.0009530581318238365,1.208864578941207e-10,0.0009530581318238365,1.343382369730321e-10,0.0009530581318238365,1.495216816259992e-10,0.0009530581318238365,1.62498202231974e-10,0.0009530581318238365,1.736397155107487e-10,0.0009530581318238365,1.832795434107579e-10,0.0009530581318238365,1.916884930186577e-10,0.0009530581318238365,1.812232527295346e-10
0.0009630581318238365,1.11659193254103e-10,0.0009630581318238365,1.212335407176748e-10,0.0009630581318238365,1.346967710472823e-10,0.0009630581318238365,1.498867884512522e-10,0.0009630581318238365,1.628636929781221e-10,0.0009630581318238365,1.740016632587514e-10,0.0009630581318238365,1.836355203859196e-10,0.0009630581318238365,1.920370452469316e-10,0.0009630581318238365,1.852232527295346e-10
0.0009730581318238365,1.119844858988032e-10,0.0009730581318238365,1.215692003932757e-10,0.0009730581318238365,1.350433669551498e-10,0.0009730581318238365,1.502395814840464e-10,0.0009730581318238365,1.632167233822134e-10,0.0009730581318238365,1.743511578126964e-10,0.0009730581318238365,1.839791525737639e-10,0.0009730581318238365,1.923734268639062e-10,0.0009730581318238365,1.892232527295346e-10
0.0009830581318238365,1.122993573785083e-10,0.0009830581318238365,1.218940173329359e-10,0.0009830581318238365,1.35378637663012e-10,0.0009830581318238365,1.50580700310569e-10,0.0009830581318238365,1.635579469504172e-10,0.0009830581318238365,1.746888577114473e-10,0.0009830581318238365,1.843110974286006e-10,0.0009830581318238365,1.926982900624767e-10,0.0009830581318238365,1.932232527295346e-10
0.0009930581318238366,1.126043237048118e-10,0.0009930581318238366,1.222085324516823e-10,0.0009930581318238366,1.3570315401904e-10,0.0009930581318238366,1.509107400983146e-10,0.0009930581318238366,1.638879713943444e-10,0.0009930581318238366,1.750153749933101e-10,0.0009930581318238366,1.846319656751524e-10,0.0009930581318238366,1.930122404144786e-10,0.0009930581318238366,1.972232527295346e-10
0.001,1.128104572454449e-10,0.001,1.22421073388115e-10,0.001,1.359223860452419e-10,0.001,1.511336271897573e-10,0.001,1.641107831422676e-10,0.001,1.752357637250215e-10,0.001,1.848484944095262e-10,0.001,1.932240604211273e-10,0.001,2e-10
